"Date","Act.High","Act.Low","Act.Avg","Norm.High","Norm.Low","Norm.Avg","Norm.Dept","Rec.High","Rec.Year","Rec.Low","Rec.Year","Precip.Amt","Snow.Amt","Snow.Ground","Heat.Deg.Day","Cool.Deg.Day"
"1243",2015-05-03,29,13,21,22,11,17,4,33,NA,2,NA,0,0,0,0,3
"1244",2015-05-04,29,13,21,22,12,17,4,34,NA,4,NA,0,0,0,0,3
"1245",2015-05-05,30,18,24,22,12,17,7,34,NA,4,NA,0.13,0,0,0,6
"1246",2015-05-06,28,18,23,23,12,17,6,34,NA,3,NA,0,0,0,0,5
"1247",2015-05-07,27,17,22,23,12,17,5,35,NA,3,NA,0,0,0,0,4
"1248",2015-05-08,29,18,24,23,12,18,6,33,NA,4,NA,0,0,0,0,6
"1249",2015-05-09,28,18,23,23,12,18,5,36,NA,1,NA,0,0,0,0,5
"1250",2015-05-10,29,21,25,23,13,18,7,35,NA,2,NA,0,0,0,0,7
"1251",2015-05-11,28,22,25,23,13,18,7,34,NA,1,NA,0,0,0,0,7
"1252",2015-05-12,32,22,27,23,13,18,9,34,NA,3,NA,0,0,0,0,9
"1253",2015-05-13,22,13,18,24,13,18,0,35,NA,4,NA,0,0,0,0,0
"1254",2015-05-14,23,12,18,24,13,18,0,34,NA,5,NA,0,0,0,0,0
"1255",2015-05-15,26,14,20,24,13,19,1,34,NA,4,NA,0,0,0,0,2
"1256",2015-05-16,31,19,25,24,14,19,6,34,NA,3,NA,1.68,0,0,0,7
"1257",2015-05-17,31,21,26,24,14,19,7,33,NA,4,NA,0,0,0,0,8
"1258",2015-05-18,33,22,28,24,14,19,9,36,NA,4,NA,1.93,0,0,0,10
"1259",2015-05-19,32,22,27,24,14,19,8,36,NA,6,NA,0,0,0,0,9
"1260",2015-05-20,24,17,20,25,14,19,1,36,NA,6,NA,0,0,0,0,2
"1261",2015-05-21,17,12,14,25,14,20,-6,35,NA,5,NA,0.84,0,0,4,0
"1262",2015-05-22,26,11,18,25,15,20,-2,36,NA,4,NA,0,0,0,0,0
"1263",2015-05-23,24,12,18,25,15,20,-2,36,NA,7,NA,0,0,0,0,0
"1264",2015-05-24,28,14,21,25,15,20,1,33,NA,5,NA,0,0,0,0,3
"1265",2015-05-25,29,19,24,25,15,20,4,34,NA,6,NA,0,0,0,0,6
"1266",2015-05-26,31,21,26,26,15,21,5,36,NA,6,NA,0,0,0,0,8
"1267",2015-05-27,32,24,28,26,16,21,7,35,NA,6,NA,0.03,0,0,0,10
"1268",2015-05-28,33,23,28,26,16,21,7,36,NA,6,NA,0,0,0,0,10
"1269",2015-05-29,31,23,27,26,16,21,6,36,NA,5,NA,0,0,0,0,9
"1270",2015-05-30,32,22,27,26,16,21,6,37,NA,7,NA,0,0,0,0,9
"1271",2015-05-31,33,23,28,26,16,21,7,37,NA,7,NA,0,0,0,0,10
"1272",2015-06-01,33,22,28,27,17,22,6,37,NA,7,NA,6.32,0,0,0,10
"1273",2015-06-02,22,16,19,27,17,22,-3,36,NA,6,NA,1.17,0,0,0,1
"1274",2015-06-03,18,15,16,27,17,22,-6,37,NA,7,NA,0.03,0,0,2,0
"1275",2015-06-04,18,15,16,27,17,22,-6,37,NA,8,NA,0.94,0,0,2,0
"1276",2015-06-05,24,16,20,27,17,22,-2,38,NA,9,NA,0.08,0,0,0,2
"1277",2015-06-06,29,18,24,28,18,22,2,36,NA,8,NA,0,0,0,0,6
"1278",2015-06-07,26,19,22,28,18,23,-1,37,NA,8,NA,0,0,0,0,4
"1279",2015-06-08,31,18,24,28,18,23,1,37,NA,9,NA,1.65,0,0,0,6
"1280",2015-06-09,32,22,27,28,18,23,4,39,NA,7,NA,0,0,0,0,9
"1281",2015-06-10,29,20,24,28,18,23,1,38,NA,8,NA,0,0,0,0,6
"1282",2015-06-11,34,22,28,28,18,23,5,38,NA,7,NA,0,0,0,0,10
"1283",2015-06-12,34,25,30,29,19,24,6,35,NA,10,NA,0.05,0,0,0,12
"1284",2015-06-13,33,24,28,29,19,24,4,36,NA,11,NA,0,0,0,0,10
"1285",2015-06-14,34,26,30,29,19,24,6,37,NA,9,NA,1.32,0,0,0,12
"1286",2015-06-15,34,26,30,29,19,24,6,38,NA,8,NA,0.2,0,0,0,12
"1287",2015-06-16,36,25,30,29,19,24,6,37,NA,10,NA,0,0,0,0,12
"1288",2015-06-17,29,23,26,29,19,24,2,36,NA,10,NA,0.46,0,0,0,8
"1289",2015-06-18,33,22,28,29,20,25,3,37,NA,11,NA,1.35,0,0,0,10
"1290",2015-06-19,32,23,28,30,20,25,3,37,NA,11,NA,0.3,0,0,0,10
"1291",2015-06-20,33,24,28,30,20,25,3,37,NA,12,NA,5.92,0,0,0,10
"1292",2015-06-21,34,24,29,30,20,25,4,37,NA,11,NA,0.08,0,0,0,11
"1293",2015-06-22,34,26,30,30,20,25,5,38,NA,11,NA,0,0,0,0,12
"1294",2015-06-23,36,24,30,30,20,25,5,37,NA,11,NA,2.13,0,0,0,12
"1295",2015-06-24,30,21,26,30,20,25,1,38,NA,8,NA,0,0,0,0,8
"1296",2015-06-25,31,21,26,30,21,26,0,38,NA,12,NA,1.22,0,0,0,8
"1297",2015-06-26,28,21,24,31,21,26,-2,38,NA,13,NA,0,0,0,0,6
"1298",2015-06-27,26,21,24,31,21,26,-2,37,NA,14,NA,6.99,0,0,0,6
"1299",2015-06-28,28,19,24,31,21,26,-2,38,NA,12,NA,0,0,0,0,6
"1300",2015-06-29,29,17,23,31,21,26,-3,40,NA,12,NA,0,0,0,0,5
"1301",2015-06-30,32,22,27,31,21,26,1,38,NA,10,NA,0.03,0,0,0,9
"1302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1303",2015-07-01,31,21,26,31,21,26,0,39,NA,12,NA,3.3,0,0,0,8
"1304",2015-07-02,25,21,23,31,21,26,-3,38,NA,13,NA,0.05,0,0,0,5
"1305",2015-07-03,28,19,24,31,21,26,-2,38,NA,12,NA,0.08,0,0,0,6
"1306",2015-07-04,29,22,26,31,21,26,0,38,NA,11,NA,2.16,0,0,0,8
"1307",2015-07-05,31,22,26,31,22,26,0,39,NA,12,NA,0,0,0,0,8
"1308",2015-07-06,32,24,28,31,22,26,2,39,NA,14,NA,0.05,0,0,0,10
"1309",2015-07-07,33,24,28,31,22,26,2,41,NA,13,NA,0,0,0,0,10
"1310",2015-07-08,33,26,30,31,22,27,3,39,NA,12,NA,2.84,0,0,0,12
"1311",2015-07-09,33,26,30,31,22,27,3,40,NA,13,NA,0.08,0,0,0,12
"1312",2015-07-10,31,25,28,31,22,27,1,41,NA,12,NA,0,0,0,0,10
"1313",2015-07-11,31,24,28,32,22,27,1,37,NA,12,NA,0.23,0,0,0,10
"1314",2015-07-12,31,21,26,32,22,27,-1,37,NA,12,NA,0,0,0,0,8
"1315",2015-07-13,28,23,26,32,22,27,-1,38,NA,13,NA,0.08,0,0,0,8
"1316",2015-07-14,32,24,28,32,22,27,1,38,NA,13,NA,0,0,0,0,10
"1317",2015-07-15,31,22,26,32,22,27,-1,38,NA,13,NA,0.03,0,0,0,8
"1318",2015-07-16,31,19,25,32,22,27,-2,40,NA,13,NA,0,0,0,0,7
"1319",2015-07-17,29,22,26,32,22,27,-1,39,NA,13,NA,0,0,0,0,8
"1320",2015-07-18,31,25,28,31,22,27,1,39,NA,13,NA,0.1,0,0,0,10
"1321",2015-07-19,37,26,32,31,22,27,5,39,NA,13,NA,0,0,0,0,14
"1322",2015-07-20,36,28,32,31,22,27,5,41,NA,12,NA,0,0,0,0,14
"1323",2015-07-21,33,26,30,31,22,27,3,40,NA,13,NA,0,0,0,0,12
"1324",2015-07-22,32,22,27,31,22,27,0,39,NA,12,NA,0,0,0,0,9
"1325",2015-07-23,31,22,26,31,22,27,-1,39,NA,13,NA,0,0,0,0,8
"1326",2015-07-24,32,21,26,31,22,27,-1,38,NA,14,NA,0,0,0,0,8
"1327",2015-07-25,32,22,27,31,22,27,0,38,NA,14,NA,0,0,0,0,9
"1328",2015-07-26,33,23,28,31,22,27,1,39,NA,12,NA,0,0,0,0,10
"1329",2015-07-27,32,23,28,31,22,26,2,38,NA,13,NA,2.39,0,0,0,10
"1330",2015-07-28,34,25,30,31,22,26,4,38,NA,13,NA,0,0,0,0,12
"1331",2015-07-29,33,26,30,31,22,26,4,40,NA,14,NA,0,0,0,0,12
"1332",2015-07-30,33,26,30,31,22,26,4,37,NA,13,NA,1.35,0,0,0,12
"1333",2015-07-31,33,23,28,31,22,26,2,39,NA,11,NA,0,0,0,0,10
"1334",2015-08-01,33,23,28,31,22,26,2,38,NA,12,NA,0,0,0,0,10
"1335",2015-08-02,33,23,28,31,22,26,2,38,NA,13,NA,0,0,0,0,10
"1336",2015-08-03,34,22,28,31,22,26,2,38,NA,13,NA,0,0,0,0,10
"1337",2015-08-04,36,24,30,31,22,26,4,39,NA,12,NA,0.1,0,0,0,12
"1338",2015-08-05,34,24,29,31,22,26,3,39,NA,12,NA,0,0,0,0,11
"1339",2015-08-06,29,24,26,31,22,26,0,41,NA,12,NA,0,0,0,0,8
"1340",2015-08-07,28,21,24,31,22,26,-2,40,NA,14,NA,0.13,0,0,0,6
"1341",2015-08-08,31,23,27,31,21,26,1,39,NA,12,NA,0,0,0,0,9
"1342",2015-08-09,32,22,27,31,21,26,1,39,NA,14,NA,0,0,0,0,9
"1343",2015-08-10,26,22,24,31,21,26,-2,37,NA,13,NA,0.38,0,0,0,6
"1344",2015-08-11,32,23,28,31,21,26,2,38,NA,13,NA,0.86,0,0,0,10
"1345",2015-08-12,29,21,25,31,21,26,-1,37,NA,13,NA,0,0,0,0,7
"1346",2015-08-13,29,20,24,31,21,26,-2,38,NA,13,NA,0,0,0,0,6
"1347",2015-08-14,31,18,24,31,21,26,-2,37,NA,13,NA,0,0,0,0,6
"1348",2015-08-15,32,20,26,30,21,26,0,39,NA,11,NA,0,0,0,0,8
"1349",2015-08-16,34,21,28,30,21,26,2,39,NA,12,NA,0,0,0,0,10
"1350",2015-08-17,36,22,29,30,21,26,3,41,NA,11,NA,0,0,0,0,11
"1351",2015-08-18,32,23,28,30,21,26,2,37,NA,12,NA,0,0,0,0,10
"1352",2015-08-19,33,25,29,30,21,26,3,37,NA,12,NA,0,0,0,0,11
"1353",2015-08-20,30,23,26,30,21,26,0,38,NA,10,NA,0.43,0,0,0,8
"1354",2015-08-21,30,22,26,30,21,25,1,38,NA,12,NA,0,0,0,0,8
"1355",2015-08-22,30,18,24,30,21,25,-1,37,NA,11,NA,0,0,0,0,6
"1356",2015-08-23,29,18,24,30,21,25,-1,37,NA,11,NA,0,0,0,0,6
"1357",2015-08-24,33,22,28,30,21,25,3,37,NA,9,NA,1.04,0,0,0,10
"1358",2015-08-25,29,21,25,30,20,25,0,36,NA,12,NA,0,0,0,0,7
"1359",2015-08-26,28,19,24,30,20,25,-1,36,NA,12,NA,0,0,0,0,6
"1360",2015-08-27,28,17,22,30,20,25,-3,38,NA,11,NA,0,0,0,0,4
"1361",2015-08-28,28,18,23,29,20,25,-2,37,NA,10,NA,0,0,0,0,5
"1362",2015-08-29,32,19,26,29,20,25,1,37,NA,9,NA,0,0,0,0,8
"1363",2015-08-30,31,21,26,29,20,25,1,37,NA,10,NA,0,0,0,0,8
"1364",2015-08-31,31,23,27,29,20,24,3,38,NA,9,NA,0,0,0,0,9
"1365",2015-09-01,35,22,28,29,20,24,4,37,NA,10,NA,0,0,0,0,10
"1366",2015-09-02,34,24,29,29,19,24,5,38,NA,10,NA,0,0,0,0,11
"1367",2015-09-03,36,23,30,29,19,24,6,37,NA,9,NA,0,0,0,0,12
"1368",2015-09-04,33,24,28,29,19,24,4,35,NA,9,NA,0,0,0,0,10
"1369",2015-09-05,30,23,26,28,19,24,2,36,NA,10,NA,0,0,0,0,8
"1370",2015-09-06,31,20,26,28,19,24,2,37,NA,8,NA,0,0,0,0,8
"1371",2015-09-07,32,21,26,28,19,23,3,40,NA,8,NA,0,0,0,0,8
"1372",2015-09-08,33,22,28,28,18,23,5,38,NA,11,NA,0,0,0,0,10
"1373",2015-09-09,34,24,29,28,18,23,6,37,NA,9,NA,0,0,0,0,11
"1374",2015-09-10,29,21,25,28,18,23,2,37,NA,7,NA,0.28,0,0,0,7
"1375",2015-09-11,31,18,24,27,18,23,1,37,NA,4,NA,0,0,0,0,6
"1376",2015-09-12,24,19,22,27,18,22,0,36,NA,5,NA,0.41,0,0,0,4
"1377",2015-09-13,23,16,20,27,18,22,-2,34,NA,7,NA,0,0,0,0,2
"1378",2015-09-14,27,13,20,27,17,22,-2,34,NA,8,NA,0,0,0,0,2
"1379",2015-09-15,29,16,22,27,17,22,0,36,NA,6,NA,0,0,0,0,4
"1380",2015-09-16,30,16,23,26,17,22,1,36,NA,7,NA,0,0,0,0,5
"1381",2015-09-17,30,17,24,26,17,21,3,36,NA,7,NA,0,0,0,0,6
"1382",2015-09-18,31,18,24,26,16,21,3,33,NA,7,NA,0,0,0,0,6
"1383",2015-09-19,31,19,25,26,16,21,4,36,NA,7,NA,0,0,0,0,7
"1384",2015-09-20,28,20,24,26,16,21,3,34,NA,5,NA,0,0,0,0,6
"1385",2015-09-21,21,17,19,25,16,21,-2,36,NA,5,NA,0.58,0,0,0,1
"1386",2015-09-22,24,17,20,25,16,20,0,37,NA,4,NA,0,0,0,0,2
"1387",2015-09-23,27,16,22,25,15,20,2,37,NA,2,NA,0,0,0,0,4
"1388",2015-09-24,26,16,21,25,15,20,1,37,NA,4,NA,0,0,0,0,3
"1389",2015-09-25,23,17,20,24,15,20,0,35,NA,4,NA,0,0,0,0,2
"1390",2015-09-26,23,18,20,24,15,19,1,36,NA,3,NA,0,0,0,0,2
"1391",2015-09-27,24,17,20,24,14,19,1,35,NA,4,NA,0,0,0,0,2
"1392",2015-09-28,28,19,24,24,14,19,5,33,NA,6,NA,0,0,0,0,6
"1393",2015-09-29,27,22,24,24,14,19,5,34,NA,4,NA,4.19,0,0,0,6
"1394",2015-09-30,26,17,22,23,14,18,4,33,NA,3,NA,0,0,0,0,4
"1395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1396",2015-10-01,17,14,16,23,13,18,-2,34,NA,2,NA,1.98,0,0,2,0
"1397",2015-10-02,14,10,12,23,13,18,-6,32,NA,1,NA,2.44,0,0,6,0
"1398",2015-10-03,14,10,12,23,13,18,-6,33,NA,2,NA,0.48,0,0,6,0
"1399",2015-10-04,15,12,14,22,13,18,-4,34,NA,1,NA,0,0,0,4,0
"1400",2015-10-05,21,11,16,22,13,17,-1,36,NA,3,NA,0,0,0,2,0
"1401",2015-10-06,25,10,18,22,12,17,1,34,NA,2,NA,0,0,0,0,0
"1402",2015-10-07,26,14,20,22,12,17,3,34,NA,1,NA,0,0,0,0,2
"1403",2015-10-08,26,14,20,22,12,17,3,33,NA,2,NA,0,0,0,0,2
"1404",2015-10-09,26,17,22,21,12,17,5,34,NA,1,NA,1.02,0,0,0,4
"1405",2015-10-10,19,11,15,21,11,16,-1,33,NA,-1,NA,0,0,0,3,0
"1406",2015-10-11,22,8,15,21,11,16,-1,32,NA,1,NA,0,0,0,3,0
"1407",2015-10-12,24,10,17,21,11,16,1,32,NA,-1,NA,0,0,0,1,0
"1408",2015-10-13,26,15,20,21,11,16,4,32,NA,-1,NA,0,0,0,0,2
"1409",2015-10-14,22,13,18,21,11,16,2,31,NA,0,NA,0,0,0,0,0
"1410",2015-10-15,20,12,16,20,10,15,1,31,NA,0,NA,0,0,0,2,0
"1411",2015-10-16,19,11,15,20,10,15,0,32,NA,-1,NA,0,0,0,3,0
"1412",2015-10-17,16,7,12,20,10,15,-3,30,NA,1,NA,0,0,0,6,0
"1413",2015-10-18,12,3,8,20,10,15,-7,29,NA,1,NA,0,0,0,10,0
"1414",2015-10-19,13,3,8,20,10,15,-7,31,NA,-1,NA,0,0,0,10,0
"1415",2015-10-20,20,7,14,19,9,14,0,30,NA,-1,NA,0,0,0,4,0
"1416",2015-10-21,23,9,16,19,9,14,2,29,NA,-1,NA,0,0,0,2,0
"1417",2015-10-22,24,10,17,19,9,14,3,29,NA,-2,NA,0,0,0,1,0
"1418",2015-10-23,21,11,16,19,9,14,2,29,NA,1,NA,0,0,0,2,0
"1419",2015-10-24,17,8,12,19,9,14,-2,29,NA,-2,NA,0,0,0,6,0
"1420",2015-10-25,22,12,17,19,9,14,3,27,NA,-1,NA,0.08,0,0,1,0
"1421",2015-10-26,16,8,12,18,8,13,-1,28,NA,-2,NA,0,0,0,6,0
"1422",2015-10-27,15,7,11,18,8,13,-2,28,NA,-1,NA,0,0,0,7,0
"1423",2015-10-28,21,13,17,18,8,13,4,31,NA,-3,NA,1.65,0,0,1,0
"1424",2015-10-29,23,13,18,18,8,13,5,28,NA,-1,NA,0.08,0,0,0,0
"1425",2015-10-30,16,8,12,18,8,13,-1,28,NA,-3,NA,0,0,0,6,0
"1426",2015-10-31,16,6,11,18,8,13,-2,29,NA,-3,NA,0,0,0,7,0
"1427",2015-11-01,18,12,15,17,7,12,3,30,NA,-3,NA,0.1,0,0,3,0
"1428",2015-11-02,19,11,15,17,7,12,3,29,NA,-2,NA,0,0,0,3,0
"1429",2015-11-03,22,8,15,17,7,12,3,27,NA,-2,NA,0,0,0,3,0
"1430",2015-11-04,24,9,16,17,7,12,4,29,NA,-3,NA,0.05,0,0,2,0
"1431",2015-11-05,22,14,18,17,7,12,6,27,NA,-7,NA,0.38,0,0,0,0
"1432",2015-11-06,27,16,22,16,7,12,10,27,NA,-3,NA,0,0,0,0,4
"1433",2015-11-07,22,12,17,16,7,11,6,25,NA,-3,NA,0.28,0,0,1,0
"1434",2015-11-08,14,7,10,16,6,11,-1,27,NA,-3,NA,0,0,0,8,0
"1435",2015-11-09,12,5,8,16,6,11,-3,26,NA,-3,NA,1.35,0,0,10,0
"1436",2015-11-10,16,11,14,16,6,11,3,24,NA,-3,NA,0.61,0,0,4,0
"1437",2015-11-11,18,11,14,15,6,11,3,26,NA,-3,NA,0,0,0,4,0
"1438",2015-11-12,19,9,14,15,6,10,4,25,NA,-4,NA,0.03,0,0,4,0
"1439",2015-11-13,17,9,13,15,6,10,3,27,NA,-6,NA,0,0,0,5,0
"1440",2015-11-14,13,5,9,15,5,10,-1,25,NA,-7,NA,0,0,0,9,0
"1441",2015-11-15,18,2,10,15,5,10,0,28,NA,-7,NA,0,0,0,8,0
"1442",2015-11-16,21,6,14,14,5,10,4,24,NA,-7,NA,0,0,0,4,0
"1443",2015-11-17,16,8,12,14,5,10,2,25,NA,-8,NA,0,0,0,6,0
"1444",2015-11-18,18,8,13,14,5,9,4,27,NA,-6,NA,0,0,0,5,0
"1445",2015-11-19,18,15,16,14,5,9,7,25,NA,-8,NA,1.6,0,0,2,0
"1446",2015-11-20,16,6,11,13,4,9,2,26,NA,-7,NA,0,0,0,7,0
"1447",2015-11-21,13,3,8,13,4,9,-1,26,NA,-8,NA,0,0,0,10,0
"1448",2015-11-22,9,3,6,13,4,8,-2,25,NA,-11,NA,0,0,0,12,0
"1449",2015-11-23,6,0,3,13,4,8,-5,24,NA,-11,NA,0,0,0,15,0
"1450",2015-11-24,13,1,7,12,4,8,-1,23,NA,-11,NA,0,0,0,11,0
"1451",2015-11-25,14,3,8,12,4,8,0,26,NA,-8,NA,0,0,0,10,0
"1452",2015-11-26,18,4,11,12,3,8,3,23,NA,-8,NA,0,0,0,7,0
"1453",2015-11-27,18,6,12,12,3,8,4,24,NA,-10,NA,0,0,0,6,0
"1454",2015-11-28,18,9,14,12,3,7,7,23,NA,-9,NA,0,0,0,4,0
"1455",2015-11-29,15,7,11,11,3,7,4,24,NA,-10,NA,0.43,0,0,7,0
"1456",2015-11-30,7,4,6,11,3,7,-1,24,NA,-12,NA,0.51,0,0,12,0
"1457",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1458",2015-12-01,9,7,8,11,2,7,1,24,NA,-10,NA,2.16,0,0,10,0
"1459",2015-12-02,15,9,12,11,2,7,5,23,NA,-9,NA,0.56,0,0,6,0
"1460",2015-12-03,12,6,9,10,2,6,3,22,NA,-9,NA,0,0,0,9,0
"1461",2015-12-04,12,2,7,10,2,6,1,24,NA,-9,NA,0,0,0,11,0
"1462",2015-12-05,12,1,6,10,2,6,0,24,NA,-10,NA,0,0,0,12,0
"1463",2015-12-06,11,1,6,10,2,6,0,26,NA,-12,NA,0,0,0,12,0
"1464",2015-12-07,16,2,9,10,2,6,3,26,NA,-12,NA,0,0,0,9,0
"1465",2015-12-08,13,3,8,9,1,5,3,23,NA,-13,NA,0,0,0,10,0
"1466",2015-12-09,9,4,6,9,1,5,1,22,NA,-16,NA,0,0,0,12,0
"1467",2015-12-10,17,5,11,9,1,5,6,19,NA,-16,NA,0,0,0,7,0
"1468",2015-12-11,19,6,12,9,1,5,7,20,NA,-11,NA,0,0,0,6,0
"1469",2015-12-12,20,7,14,9,1,5,9,22,NA,-11,NA,0,0,0,4,0
"1470",2015-12-13,22,9,16,8,1,5,11,22,NA,-12,NA,0,0,0,2,0
"1471",2015-12-14,21,12,16,8,0,4,12,21,NA,-14,NA,0.33,0,0,2,0
"1472",2015-12-15,19,8,14,8,0,4,10,22,NA,-14,NA,0,0,0,4,0
"1473",2015-12-16,14,5,10,8,0,4,6,23,NA,-12,NA,0,0,0,8,0
"1474",2015-12-17,12,8,10,8,0,4,6,18,NA,-12,NA,1.07,0,0,8,0
"1475",2015-12-18,11,2,6,8,0,4,2,23,NA,-12,NA,0,0,0,12,0
"1476",2015-12-19,7,-1,3,8,0,4,-1,23,NA,-14,NA,0,0,0,15,0
"1477",2015-12-20,8,0,4,7,0,3,1,19,NA,-17,NA,0,0,0,14,0
"1478",2015-12-21,14,3,8,7,0,3,5,22,NA,-17,NA,0,0,0,10,0
"1479",2015-12-22,17,11,14,7,-1,3,11,NA,NA,-16,NA,0.36,0,0,4,0
"1480",2015-12-23,19,12,16,7,-1,3,13,22,NA,-14,NA,4.24,0,0,2,0
"1481",2015-12-24,22,16,19,7,-1,3,16,22,NA,-15,NA,0.51,0,0,0,1
"1482",2015-12-25,21,14,18,7,-1,3,15,22,NA,-16,NA,0.76,0,0,0,0
"1483",2015-12-26,16,11,14,7,-1,3,11,22,NA,-16,NA,0.03,0,0,4,0
"1484",2015-12-27,21,11,16,7,-1,3,13,22,NA,-17,NA,0.05,0,0,2,0
"1485",2015-12-28,16,5,10,7,-1,3,7,24,NA,-12,NA,0.58,0,0,8,0
"1486",2015-12-29,12,7,10,7,-1,3,7,24,NA,-17,NA,1.27,0,0,8,0
"1487",2015-12-30,13,9,11,7,-1,3,8,21,NA,-22,NA,0.38,0,0,7,0
"1488",2015-12-31,14,7,10,6,-1,2,8,21,NA,-25,NA,0,0,0,8,0
